"","title","dod","name","born","awards","Occupation","Filmography"
"483","Sheela","","Sheela","22-03-1945",Na,"","Manassinakkare,Eeta,Vishnu_Vijayam,Thakilu_Kottampuram,Ramanan_(film),Velutha_Kathreena,Samudram_(film),Bhagyajathakam,Dathuputhran,Koottukar_(1966_film),Ezhuthatha_Kadha,Moodalmanju,Nazhikakkallu,Thulabharam,Nizhalattam,Kannappanunni,Devi_(1972_film),Ummachu_(film),Vazhve_Mayam,Doctor_(film),Aayisha,Adimakal,Agniputhri,Althaara,Anaachadanam,Aromalunni,Ashwamedham,Balyakalasakhi_(1967_film),Bharthavu,Chithramela,Chukku,Daaham,Inqulab_Zindabbad,Kaanatha_Veshangal,Kaapalika,Kadalpalam,Kadathukaran,Kalithozhan,Kalithozhi,Kallichellamma,Kathirunna_Nikah,Kavyamela,Kochumon,Kottayam_Kolacase,Kudumbam,Kudumbini,Lady_Doctor,Makane_Ninakku_Vendi,Mr._Marumakan,Naadan_Pennu,Naadan_Premam,Neethi,Ninamaninja_Kalpadukal,Oru_Penninte_Katha,Othenente_Makan,Padunna_Puzha,Panchavan_Kaadu,Pattuthoovaala,Ponmudipuzhayorathu,Pooja_(film),Priyathama,Punnapra_Vayalar,Sarapancharam,Sarasayya,Sthanarthi_Saramma,Thankakudam,Tharavattamma,Thettu,Thommante_Makkal,Thumbolarcha,Virunnukari,Vithukal,Cochin_Express,Chemmeen,Vallavan_Oruvan,Seedan,Adima_Changala,Yugandhar,Snehaveedu,Agni_Pareeksha_(1968_film),Anubhavangal_Paalichakal,Karutha_Kai,Mayavi_(1965_film),Porter_Kunjali,Muthassi_(film),Moonnupookkal,Tiger_Salim,Ollathumathi,Avalalpam_Vaikippoyi,Aaradimanninte_Janmi,Aranazhika_Neram,Aanappaachan,Ningalenne_Communistakki_(film),Yakshagaanam,Yatheem,Mindapennu,Agnimrigam,Baalyaprathijna,Kannur_Deluxe,Rest_House,Kayalkkarayil,Manushyabandhangal,Rajaankanam,Vilakkum_Velichavum,Manyasree_Viswamithran,Lakshaprabhu,Jwala_(1969_film),Susheela_(film),Theenalangal,Ullasa_Yaathra,Romeo_(1976_film),Aa_Chithrashalabham_Parannotte,Abhayam_(1970_film),Vivaham_Swargathil,Thaalam_Manasinte_Thaalam,Puthenveedu,Vivahasammanam,Kudumbam_(1967_film),Paathirapattu,Niraparayum_Nilavilakkum,Kadathanaattu_Maakkam,Jayikkaanaay_Janichavan,Odakkuzhal,Urukku_Mushtikal,Kuruthykkalam,Ahalya_(film),Ambalapravu,Anadha,Bheekara_Nimishangal,Kalpana_(1970_film),Lottery_Ticket_(1970_film),Ulsaha_Committee,Shiksha_(film),Aval_Oru_Devaalayam,Vimochanasamaram"
"484","Sherin","","Sherin Shringar","5/5/1986",Na,"","Jaya_(film),Whistle_(2003_film),Danger_(film),AK_56,Kovilpatti_Veeralakshmi,Student_Number_1,Thulluvadho_Ilamai,Urchagam"
"485","Shilpa Shetty","","Shilpa Shetty","8/6/1975",Na,"Actress,Model (person),Film producer","Darna_Mana_Hai,Dus,Apne,Karz:_The_Burden_of_Truth,Dhadkan,Garv,Aag_(1994_film),Prithvi_(1997_film),The_Desire,Dus_(1997_film),Tarkieb,Bhalevadivi_Basu,Indian_(2001_film),Baazigar,Main_Khiladi_Tu_Anari,Auto_Shankar_(film),The_Gambler_(1995_film),Life_in_a..._Metro,Hathyar_(2002_film),Phir_Milenge,Badhaai_Ho_Badhaai,Aakrosh_(1998_film),Aao_Pyaar_Karen,Azad_(film),Chhote_Sarkar_(1996_film),Hathkadi,Insaaf_(1997_film),Jaanwar_(1999_film),Sahasa_Veerudu_Sagara_Kanya,Shaadi_Karke_Phas_Gaya_Yaar,Zameer:_The_Awakening_of_a_Soul,Jung_(2000_film),Lal_Baadshah,Fareb_(2005_film),Chor_Machaaye_Shor,Maduve_Aagona_Baa,Gaata_Rahe_Mera_Dil"
"486","Shiva (actor)","","Shiva","10/12/1982",Na,"Actor,Radio jockey","Thamizh_Padam,Pathinaaru,Va_(film),Sonna_Puriyathu,Ya_Ya_(film),Kalakalappu,Saroja_(film),Chennai_600028,Thillu_Mullu_(2013_film),Masala_Padam"
"487","Shoba","1/5/1980","Mahalakshmi Menon","23-09-1962",Na,"","Ponnagaram,Randu_Penkuttikal,Oru_Vidukadhai_Oru_Thodarkadhai,Sakkalaththi"
"488","Shobana","","Shobana Chandrakumar Pillai","",Na,"Mridangam","Siva_(1989_Tamil_film),Vrutham,Nari_Nari_Naduma_Murari,T._P._Balagopalan_M.A.,Commissioner_(film),Game_(2006_film),Abhinandana,Ulladakkam,Ajeyudu,Trimurtulu,Vaathiyaar_Veettu_Pillai,Neti_Siddhartha,Thenmavin_Kombath,Alludugaru,Thira_(film),Ponmana_Selvan,Yathra,Kshamichu_Ennoru_Vakku,Agnisakshi_(1999_film),Mangala_Nayagi,Manathe_Vellitheru,Kaliyoonjal,Maya_Mayooram,Apna_Asmaan,Nadodikkattu,Aryan_(1988_film),Anubandham,Golanthara_Vartha,Kalikkalam,Sasneham,Manichitrathazhu,Iyer_the_Great,Makalkku,Paattukku_Oru_Thalaivan,Pavithram,Rajaputhran,Marudhani,Oray_Thaai_Oray_Kulam,Asadhyulu,Alila_Kuruvikal,Muvva_Gopaludu,Enakkul_Oruvan_(1984_film)"
"489","Shriya Saran","","Shriya Saran","11/9/1982",Na,"Actress,Model (profession),Philanthropist","Chhatrapati_(film),Bhageeratha_(film),Rowthiram,Nenunnanu,Balu_ABCDEFG,Tagore_(film),Pavitra_(film),Tulasi_(film),Thoranai,Thiruvilaiyaadal_Aarambam,Game_(2006_film),Gali_Gali_Chor_Hai,Nuvva_Nena,Enakku_20_Unakku_18,Casanovva,The_Other_End_of_the_Line,Naa_Alludu,Nuvve_Nuvve,Ek:_The_Power_of_One,Indiralohathil_Na_Azhagappan,Santosham_(2002_film),Subash_Chandra_Bose_(film),Mission_Istaanbul,Azhagiya_Tamil_Magan,Chennakesava_Reddy,Neeku_Nenu_Naaku_Nuvvu,Shukriya:_Till_Death_Do_Us_Apart,Tujhe_Meri_Kasam,Midnight's_Children_(film),Boss_(2006_film),Sivaji_(film),Awarapan,Chikku_Bukku,Manam_(film),Nee_Manasu_Naaku_Telusu,Drishyam_(2015_film),Gopala_Gopala_(2015_film),Puli_(2010_film)"
"490","Shriya Sharma","","","",Na,"","NA,"
"491","Shruthi Raj","","","",Na,"","Thendral,Jerry_(film),Kadhal_Dot_Com,Annakodiyum_Aindhu_Pengalum,Office_(2013_series)"
"492","Shruti (actress)","","ಶ್ರುತಿ,Girija","",Na,"","Rama_Shama_Bhama,Sri_Naga_Shakthi,Soorappa,Thavarina_Thottilu,Oral_Mathram,Puttakkana_Highway,Muddina_Maava,Kottaram_Veettile_Apputtan,Sirivantha,Sammilana,Pandu_Ranga_Vittala,Avva_(film),Akka_Thangi,Sindhoora_Thilaka,Thumbida_Mane"
"493","Shruti Haasan","","Shruti Haasan","28-01-1986",Na,"Model (person)","Luck_(film),Ramayya_Vasthavayya,Poojai,Oh_My_Friend,Yaara_(film),Race_Gurram,Ramaiya_Vastavaiya,Anaganaga_O_Dheerudu,7aum_Arivu,Yevadu,Balupu,D-Day_(2013_film),3_(2012_Indian_film),Dil_Toh_Baccha_Hai_Ji,Welcome_Back_(film),Rocky_Handsome,Vijay_58,Puli_(2015_film),Srimanthudu"
"494","Shruti Marathe","","","",Na,"","Indira_Vizha,Premsutra,Radha_Hi_Bawari"
"495","Shrutika","","","",Na,"Film actor","Nala_Damayanthi,Album_(film),Thithikudhe,Swapnam_Kondu_Thulabharam,Shree_(2002_film)"
"496","Shubha Phutela","22-10-2012","Shubha Phutela","5/5/1991",Na,"","NA,"
"497","Shubha Poonja","","Shubha Poonja","",Na,"Actress,Model (person)","Moggina_Manasu,Oru_ponnu_oru_paiyan"
"498","Sibiraj","","","",Na,"Actor","Vetrivel_Sakthivel,Kovai_Brothers,Lee_(film),Student_Number_1"
"499","Siddharth (actor)","","Siddharth Suryanarayan","17-04-1979",Na,"Film actor,Film producer,Playback singer","Oh_My_Friend,Kadhalil_Sodhappuvadhu_Yeppadi,Chashme_Baddoor_(2013_film),Aata,Konchem_Ishtam_Konchem_Kashtam,Aaytha_Ezhuthu,Jigarthanda,Kaaviya_Thalaivan_(2014_film),Something_Something_(film),Enakkul_Oruvan_(upcoming_film),Enakkul_Oruvan_(2015_film)"
"500","Silambarasan","","Silambarasan Thesingu Rajendar","",Na,"Actor,Film director,Playback singer","Thiruvalla_(film),Kovil_(film),Manmadhan_(film),Monisha_En_Monalisa,Sabash_Babu,Thai_Thangai_Paasam,Silambattam_(film),Dum_(2003_Tamil_film),Kadhal_Azhivathillai,Osthe,Kuththu,Vinnaithaandi_Varuvaayaa,Vaalu,Rajadi_Rajavan,Idhu_Namma_Aalu_(2015_film)"
"501","Silk Smitha","23-09-1996","Vijayalakshmi","2/12/1960",Na,"","Moondru_Mugam,Paayum_Puli,Sivappu_Sooriyan,Agni_Gundam,Oru_Vasantha_Geetham,Sabash_Babu,Needhi_Pizhaithadhu,Pattanathu_Rajakkal,Spadikam,Andru_Peytha_Mazhaiyil,Anjatha_Singam,Kairasikkaran,Drohi_(1992_film),Pick_Pocket_(1989_film),Sunday_7_PM,Kozhi_Koovuthu_(1982_film),Silk_Silk_Silk,Thai_Mozhi,Veera_Padhakkam,Kirathakudu,Roshagadu,Aalappirandhavan,Adharvam,Sadma,Adhisaya_Manithan,Thai_Veedu,Thanga_Magan,Layanam,Avasara_Police_100,Koyil_Puraa,Inaye_thedi,Penn_Simham,Sneham_Oru_Pravaaham,Eettappuli,Jothi_(1983_film),Prathikara_Jwala,Miss_Pameela,Rathilayam,Pallivaathukkal_Thommichan"
"502","Simran (actress)","","Rishibala Naval","4/4/1976",Na,"","12B,Mrugaraju,Parthen_Rasithen,Paarthale_Paravasam,New_(film),Kondattam,V.I.P_(1997_film),Once_More_(film),Muqaddar,Gundagardi,Udhaya,Nerrukku_Ner,Auto_Driver,Time_(1999_film),Ramanaa_(film),Aval_Varuvala,Vaaranam_Aayiram,Panchathantiram,Anari_No.1,Angaara,Daadagiri,Gunda_Gardi,Maa_Nannaki_Pelli,Priya_O_Priya,Bal_Bramhachari,Thulladha_Manamum_Thullum,Kannathil_Muthamittal,Pammal_K._Sambandam,Thamizh,Kannedhirey_Thondrinal,Kalisundam_Raa,Trisha_Illana_Nayanthara,Vaali_(film),Agni_Paravai_(TV_series),Asoakavanam"
"503","Sindhu Menon","","Sindhu Menon","",Na,"","Chandamama_(2007_film),Siddham_(film),Kadal_Pookkal,Eeram,Detective_(2007_film),Sketch_(film),Aadanthe_Ado_Type,Samudhiram,Rahasya_Police,Aandavan_(2008_film)"
"504","Sindhu Tolani","","","19-07-1983",Na,"Actress","Pournami_(2006_film),Manmadhan_(film),Majaa,Rishi_(2005_film),Sullan,Pandhayam,Hare_Ram,Murattu_Kaalai_(2012_film),Daggaraga_Dooramga,Visakha_Express_(film),Victory_(2008_film),Aithe"
"505","Sithara (actress)","","","30-06-1973",Na,"Actress","Thai_Thangai_Paasam,Pudhu_Pudhu_Ragangal,Mazhavilkavadi,Vachanam,Guru_(1997_film),Kaaval_Geetham,Chinna_Durai,Puriyaadha_Pudhir,Naduvazhikal,Bangarada_Mane,Deergha_Sumangali,Kavya_(film),Bhaagyavaan,Bangarada_Kalasha"
"506","Sivaji Ganesan","21-07-2001","Villuppuram Chinnaiahpillai Ganesan","1/10/1928",Na,"","Muthal_Mariyathai,Justice_Gopinath,Padikkadavan_(1985_film),Viduthalai,Naam_Pirandha_Mann,Uruvangal_Maralam,Pasamalar,Thirumal_Perumai,Kandan_Karunai,Raja_Rani_(1956_film),Raja_Rishi,Rajapart_Rangadurai,Sabaash_Meena,Thookku_Thookki,Chinna_Marumagal,Deivapiravi,Kalthoon,Kalyanam_Panniyum_Brammachari,Lorry_Driver_Rajakannu,Mannukkul_Vairam,Mudhal_Kural,Mudhal_Thethi,Paarambariyam,Raja_Mariyadhai,Rishi_Moolam,Theerpu,Tharaasu,Thiruvilaiyadal,Once_More_(film),Anbulla_Appa,Pilot_Premnath,Raman_Ethanai_Ramanadi,Vietnam_Veedu,Iru_Thuruvam,Sivandha_Mann,Iru_Malargal,Unakkaga_Naan,Motor_Sundaram_Pillai,Vidivelli,Thenum_Paalum,Ooty_Varai_Uravu,Paar_Magale_Paar,Saadhanai,Palum_Pazhamum,Chanakya_Chandragupta,Chittoor_Rani_Padmini,Raja_Bakthi,Uthama_Puthiran_(1958_film),Arivaali,Mangaiyar_Thilakam,Navarathri_(1964_film),Thacholi_Ambu,Tenali_Ramakrishna_(film),Karnan_(film),Mannavaru_Chinnavaru,Baagyavathi,Kappalottiya_Thamizhan,Mahakavi_Kalidas_(1966_film),Pooparika_Varugirom,Pudhaiyal,Sathiyam,Padayappa,Parasakthi_(film),Thyagam,Bhakta_Tukaram,Ambikapathy_(1957_film),Kalvanin_Kadhali_(1955_film),Makkalai_Petra_Magarasi,Manamagan_Thevai,En_Aasai_Rasave,Kai_Koduttha_Dheivam,Paavai_Vilakku,Pattikada_Pattanama,Vasantha_Maligai,Paarthaal_Pasi_Theerum,Padithaal_Mattum_Podhuma,Koondukkili,Bale_Pandiya_(1962_film),Irumbu_Thirai,Marma_Veeran,Savaale_Samali,Yamanukku_Yaman,Saraswati_Sabatham,Anbu_(1953_film),Annaiyin_Aanai,Bhaaga_Pirivinai,Kaathavaraayan,Kaveri_(1955_film),Kuravanji,Padhi_Bhakti,Padikkadha_Medhai,Pennin_Perumai,Thanga_Padhumai,Thangamalai_Ragasiyam,Agni_Putrudu,Veerapandiya_Kattabomman_(film),Sivagamiyin_Selvan,Kungumam_(film),Sorgam,Galatta_Kalyanam,Aalayamani,Amara_Deepam_(1956_film),Anbe_Aaruyire_(1975_film),Andavan_Kattalai,Gruhapravesam,Pava_Mannippu,Satyam_(1976_film),Bommai_Kalyanam,Thanga_Pathakkam,Senthamarai,Gauravam_(1973_film),Poongodhai,Rangoon_Radha,Sumangali_(1983_film),Vanangamudi,Viswanatha_Nayakudu,Naan_Petra_Selvam,Edhir_Paradhathu,Rani_Lalithangi,Sampoorna_Ramayanam_(1958_film),Marumagal,Makkala_Rajya,Ethiroli,Sathya_Sundharam,Kaaval_Dheivam,Sarangadhara_(1958_film),Raja_(1972_film),Annai_Illam,En_Thamizh_En_Makkal,Garuda_Saukiyama,Oorukku_Oru_Pillai,Vaa_Kanna_Vaa,Anbai_Thedi,Annan_Oru_Koyil,Avan_Oru_Sarithiram,Bandham,Chitra_Pournami,Dharma_Raja_(film),En_Magan,Enga_Mama,General_Chakravarthi,Ilaya_Thalaimurai,Imaigal,Imayam,Keezh_Vaanam_Sivakkum,Krishnan_Vandhaan,Maadi_Veettu_Ezhai,Moondru_Dheivangal,Naam_Iruvar_(1985_film),Nermai,Punniya_Boomi,Rojavin_Raja,Sandhippu,Sangili_(film),Sarithira_Nayagan,Thiruppam,Thyagi,Vaazhkai_Alaigal,Vamsa_Vilakku,Veerapandiyan,Vellai_Roja,Vetrikku_Oruvan,Anbalippu,Aval_Yaar,Bandha_Pasam,Dharmam_Engey,Dr._Siva,Enga_Oor_Raja,Engirundho_Vandhaal,Gurudhatchanai,Kalyaniyin_Kanavan,Kangal_(film),Koteeswaran,Lakshmi_Kalyanam_(1968_film),Manidhanum_Dheivamagalam,Manidhanum_Mirugamum,Manidharil_Manikkam,Mannavan_Vanthaanadi,Muradan_Muthu,Nalla_Veedu,Neela_Vanam,Nenjirukkum_Varai_(1967_film),Nirai_Kudam,Paadhukaappu,Ponnunjal,Praptham,Thaai,Thambathyam,Thirudan,Ulagam_Palavidham,Vaira_Nenjam,Vazhvile_Oru_Naal,Anbu_Karangal,Kulama_Gunama,Simma_Soppanam,Arunodhayam,Kulamagal_Radhai,Naan_Vanangum_Dheivam,Paaladai,Pesum_Dheivam,Ratha_Thilagam,Thaaye_Unakkaga,Thiruvarutchelvar,Valar_Pirai,Thanga_Surangam,Naane_Raja_(1956_film),Pachai_Vilakku,Santhi_(1965_film),Kavari_Maan,Selvam_(1966_film),Mohana_Punnagai,Vasandhathil_or_Naal,Thunai,Sumathi_En_Sundari,Needhiyin_Nizhal,Paritchaikku_Neramaachu,Hitler_Umanath,Kudumbam_Oru_Koyil,Ratha_Paasam_(1980_film),Neethibathi,Nenjangal,Anjal_Petti_520,Punar_Jenmam,Uthaman_(1976_film),Lakshmi_Vandhachu,Gopura_Deepam,Muthukkal_Moondru,Oorum_Uravum,Pattaakathi_Bairavan,Andaman_Kadhali,Babu_(1971_film),En_Thambi,Dheepam,Ennai_Pol_Oruvan,Thangai,Vani_Rani_(film),Chiranjeevi_(1984_film),Harichandra_(1968_film),Padikkadha_Pannaiyar,Uyarndha_Manithan,Iru_Medhaigal,Miruthanga_Chakravarthi,Thaaiku_Oru_Thaalaattu,Nichaya_Thaamboolam,Panam_(1952_film),Illara_Jyothi,Naan_Sollum_Ragasiyam,Maragadham,Marutha_Nattu_Veeran,Thuli_Visham,Avanthan_Manithan,Engal_Thanga_Raja,Thangaikkaaga,Vilaiyaattu_Pillai,Thavapudhalavan,Paattum_Bharathamum,Vaazhkai_(film),Pazhani_(1965_film)"
"507","Sivakarthikeyan","","சிவகார்த்திகேயன்","17-02-1985",Na,"Film actor,Stand-up comedian,Television presenter,Singer","Marina_(2012_film),Varuthapadatha_Valibar_Sangam,3_(2012_Indian_film),Maan_Karate,Manam_Kothi_Paravai,Kedi_Billa_Killadi_Ranga,Ethir_Neechal_(2013_film),Kaaki_Sattai,Rajini_Murugan"
"508","Sivakumar","","Palanichamy","27-10-1941",Na,"","Marupakkam,Kavikkuyil,Agni_Sakshi_(1982_film),Gumasthavin_Magal,Melnaattu_Marumagal,Panathukkaga,Pattikkaattu_Raja,Thangathile_Vairam,Then_Sindhudhe_Vaanam,Thirumal_Perumai,Raman_Abdullah,Indru_Nee_Nalai_Naan,Isai_Paadum_Thendral,Urangatha_Ninaivugal,Ayiram_Muthangal,Kanna_Thorakkanum_Saami,Kuva_Kuva_Vaathugal,Saattai_Illatha_Pambaram,Chithi_(TV_series),Meendum_Parasakthi,Paadatha_Thenikkal,Theerpugal_Thiruththapadalam,Unakkaagave_Vaazhgiren,Uravadum_Nenjam,Illam_(film),Annakili,Chittu_Kuruvi,Poonthalir,Rosaappo_Ravikkai_Kaari,Uyirile_Kalanthathu,Anandha_Ragam,Sindhu_Bhairavi_(film),Unnai_Thedi,Dasarathan,Ponnumani,Yaaro_Ezhuthiya_Kavithai,Gruhapravesam,Idhaya_Veenai,Thaai_Mookaambikai,Ethiroli,Aattukara_Alamelu,Veetula_Raman_Veliyila_Krishnan,Manithanin_Marupakkam,Aan_Pillai_Singam,Engamma_Sapatham,Manitha_Jaathi,Nilavu_Suduvathillai,Oruvar_Vaazhum_Aalayam,Thaaye_Unakkaga,Avan_Aval_Adhu_(1980_film),Pudhu_Yugam,Watchman_Vadivel,Sir...I_Love_You,Sainthadamma_Sainthadu,Karpoora_Deepam,Naan_Paadum_Paadal,Thangaikkor_Geetham,Sugamana_Raagangal,Urudhi_Mozhi,Kadavul_Amaitha_Medai"
"509","Sneha (actress)","","Suhasini Rajaram Naidu","12/10/1981",Na,"Promotional model","Jana_(film),April_Maadhathil,Vasool_Raja_MBBS,Ennavale,Paarthale_Paravasam,Venky,Pandurangadu,Pandi_(film),Nee_Sukhame_Ne_Korukunna,Amaravathi_(2009_film),Untitled_Trivikram_Srinivas_project,Aanandham,Adhu,Bose_(film),Chinna_(2005_film),Silambattam_(film),Radha_Gopalam,Vaseegara_(film),Achchamundu!_Achchamundu!,Yai_Nee_Romba_Azhaga_Irukey,Un_Samayal_Arayil,Parthiban_Kanavu_(2003_film),Autograph_(2004_film),Pirivom_Santhippom,Adivishnu,Bhavani_IPS,Murattu_Kaalai_(2012_film),Shikkar,Sankranti_(film),Unnai_Ninaithu,Naan_Avanillai_(2007_film),Ingane_Oru_Nilapakshi,Priyamaina_Neeku,Manasu_Palike_Mouna_Raagam,Rajanna,Sri_Ramadasu,Pudhupettai,Pallikoodam_(film),Chandaal,ABCD_(film),Pammal_K._Sambandam,Virumbugiren,That_Is_Pandu,Yamraaj_(film),Allari_Ramudu,Maharathi_(2007_film),Inba_(film),Haridas_(2013_film),Vidiyal,Hanuman_Junction_(film),S/O_Satyamurthy,Aayudham_(2005_film),Thuruppugulan_(2006_film),Ravi_Shastry,Goa_(2010_film)"
"510","Snigdha Akolkar","","Snigdha Akolkar","3/5/1985",Na,"","Nandalala,Rajadhi_Raja_(2009_film)"
"511","Sona Heiden","","","1/6/1979",Na,"Actress","Mirugam"
"512","Sonali Bendre","","सोनाली बेंद्रे","1/1/1975",Na,"","Shankar_Dada_M.B.B.S.,Jis_Desh_Mein_Ganga_Rehta_Hain,Sarfarosh,Anahat_(film),Zakhm,Kannodu_Kanbathellam,Indra_(2002_film),Aag_(1994_film),Naaraaz_(1994_film),Takkar_(1995_film),Hamara_Dil_Aapke_Paas_Hai,Diljale,Rakshak,Major_Saab,Preethse,Love_Ke_Liye_Kuch_Bhi_Karega,Duplicate_(1998_film),Palnati_Brahmanayudu,Keemat_–_They_Are_Back,Manmadhudu,Murari_(film),Tera_Mera_Saath_Rahen,Chori_Chori_(2003_film),English_Babu_Desi_Mem,Kadhalar_Dhinam,The_Don_(1995_film),Qahar,Bhai_(1997_film),Khadgam,Sapoot,Angaaray_(1998_film),Keemat_%E2%80%93_They_Are_Back,Hum_Saath-Saath_Hain"
"513","Sonali Kulkarni","","","3/11/1974",Na,"","Dil_Vil_Pyar_Vyar,Sirf_(film),Via_Darjeeling,Sakhi_(film),Gharabaher,Gulmohar_(2009_film),Shadow_(2009_film),Dansh,Gabhricha_Paus,The_Good_Road,Daayraa,Mission_Kashmir,Chaitra_(film),Darna_Zaroori_Hai,Deool,Dil_Chahta_Hai,Adharm_(2006_film),Taxi_No._9211,Mohandas_(film),Aga_Bai_Arechyaa_2"
"514","Sonia Agarwal","","","28-03-1982",Na,"","7G_Rainbow_Colony,Sadhurangam_(2011_film),Kaadhal_Kondein,Oru_Kalluriyin_Kathai,Kovil_(film),Nee_Premakai,Oru_Naal_Oru_Kanavu,Success_(2003_film),Madhurey,Vaanam,Pudhupettai,Thiruttu_Payale,Dham_(film),Naanal"
"515","Sonia Deepti","","Sonia Deepti","29-07-1984",Na,"Actress","Ninnindale,Vinayakudu_(film),Happy_Days_(2007_film)"
"516","Sonu Sood","","","",Na,"Actor,Model (person)","Jodhaa_Akbar,Aashiq_Banaya_Aapne,Dhoondte_Reh_Jaaoge,Sheesha_(2005_film),Ek_Niranjan,Athadu,Yuva,Ashok_(film),Bbuddah..._Hoga_Terra_Baap,Aagadu,Anjaneyulu_(film),Shootout_at_Wadala,Vishnuvardhana_(film),Majunu,Singh_Is_Kinng,Ek_Vivaah..._Aisa_Bhi,City_of_Life,Teen_Maar,Zindagi_Khoobsoorat_Hai,Arundhati_(2009_film),Happy_New_Year_(2014_film),Dookudu,Osthe,Entertainment_(film),Kovilpatti_Veeralakshmi,Mr._Medhavi,Hands_Up!_(short),Julai,Dabangg"
"517","Soori (actor)","","","27-08-1977",Na,"","Kalukkuray_Maaplay,Oru_Oorla_Rendu_Raja,Varuthapadatha_Valibar_Sangam,Pattaya_Kelappanum_Pandiya,Haridas_(2013_film),Mapla_Singam,Kaththukkutti,Idhu_Namma_Aalu_(2015_film)"
"518","Soundarya","17-04-2004","ಸೌಮ್ಯ,Sowmya","18-07-1976",Na,"","Sri_Manjunatha,Pedarayudu,Devi_Putrudu,Super_Police,Sri_Ramulayya,Priyaragalu_(film),Intlo_Illalu_Vantintlo_Priyuralu,Ravanna_(film),Premaku_Swagatam,Allari_Premikudu,Number_One_(1994_film),Chokka_Thangam,Doni_Sagali,Ivan_(2002_film),Mannavaru_Chinnavaru,Pellichesukundam,Raja_(1999_film),9_Nelalu,Mayalodu,Rajendrudu_Gajendrudu,Annayya_(2000_film),Choodalani_Vundi,Padayappa,Ninne_Premistha,Yathrakarude_Sradhakku,Pavitra_Bandham,Apthamitra,Hello_Brother_(1994_film),Sooryavansham,Ammoru,Antahpuram,Anthapuram_(1999_film),Ponnumani,Dweepa,Thavasi,Kaathala_Kaathala,Adhipathi,Azad_(film),Kilichundan_Mampazham,Top_Hero,Ramudochadu,Moodu_Mukkalaata,Sardukupodaam_Randi,Jayam_Manadera,Eduruleni_Manishi,Pelli_Peetalu,Baa_Nanna_Preethisu,Bhale_Bullodu,Dongaata_(1997_film),Chilakapachcha_Kaapuram,Premaku_Velayera"
"519","Sri Divya","","","",Na,"","Varuthapadatha_Valibar_Sangam,Jeeva_(2014_film),Eetti,Pencil_(film),Mallela_Theeram_Lo_Sirimalle_Puvvu,Bus_Stop_(2012_film),Vellaikaara_Durai,Kaaki_Sattai"
"520","Sridevi","","Shree Amma Yanger Ayyapan","13-08-1963",Na,"Film actress,Film producer","Bhagwaan_Dada,Dharma_Yuddham,Farishtay,Gaayathri,Johnny_(1980_film),Kavikkuyil,Naan_Adimai_Illai,Pokkiri_Raja_(1982_film),16_Vayathinile,Karma_(1986_film),Aakali_Rajyam,Kalyanaraman_(1979_film),Kuttavum_Sikshayum,Neela_Malargal,Oka_Radha_Iddaru_Krishnulu,Satyavan_Savithri,Sigappukkal_Mookkuthi,Thaayillamal_Naan_Illai,Varumayin_Niram_Sivappu,Jaag_Utha_Insan_(1984_film),Nigahen:_Nagina_Part_II,Aathi_Parasakthi,Priya_(1978_film),Sabarimala_Sree_Dharmashastha,ChaalBaaz,Judaai_(1997_film),Moondram_Pirai,Ghair_Khanooni,Jaise_Ko_Taisa,Solva_Sawan,Jaani_Dost,Sone_Pe_Suhaaga,Bala_Nagamma_(1981_film),Pilot_Premnath,Vishwaroopam_(1980_film),Bobbili_Puli,Jagadeka_Veerudu_Atiloka_Sundari,Waqt_Ki_Awaz,Nam_Naadu_(1969_film),Guru_(1980_film),Himmat_Aur_Mehanat,Masterji,Mundadugu,Sarfarosh_(1985_film),Nagina_(film),Premabhishekam_(1981_film),Guru_(1989_film),Janbaaz,Pathar_Ke_Insan,Khuda_Gawah,Sankarlal,Sigappu_Rojakkal,S._P._Parasuram,Bhakta_Tukaram,Maqsad,Naya_Kadam,Nazrana_(1987_film),Akalmand,Tohfa,Devaraagam,Lamhe,Sultanat,Karthika_Deepam_(film),Chandra_Mukhi,Chandni,Sadma,Aakhari_Poratam,Gurudev_(film),Watan_Ke_Rakhwale,Gumrah_(1993_film),Aulad_(1987_film),Majaal,Ram_Robert_Rahim,Vanakkatukuriya_Kathaliye,Chaand_Kaa_Tukdaa,Roop_Ki_Rani_Choron_Ka_Raja_(1993_film),Gair_Kanooni,Kondaveeti_Simham,Devata_(1982_film),Army_(1996_film),Thulavarsham,Rowdy_Ramudu_Konte_Krishnudu,Vijay_58,Puli_(2015_film),Andagaadu,Sherni,Sainthadamma_Sainthadu,Heer_Ranjha_(1992_film),Aalinganam,Anuraga_Devatha,Lakshmi_(1978_film),Banjaran,Trishulam_(film),Manidharil_Ithanai_Nirangala!"
"521","Sridevi Vijaykumar","","","29-10-1986",Na,"Film actress","Preethigaagi,Devathayai_Kanden"
